,Pid,CompID
166,748,1.0
167,749,1.0
168,750,1.0
169,751,1.0
170,752,1.0
171,753,1.0
172,754,1.0
173,755,1.0
174,756,1.0
175,757,1.0
176,758,1.0
177,759,1.0
178,760,1.0
179,761,1.0
180,762,1.0
181,763,1.0
182,764,1.0
183,765,1.0
184,766,1.0
185,767,1.0
186,768,1.0
187,769,1.0
188,770,1.0
189,771,1.0
190,772,1.0
191,773,1.0
192,774,1.0
193,775,1.0
194,776,1.0
195,777,1.0
196,778,1.0
197,779,1.0
198,780,1.0
199,781,1.0
200,782,1.0
201,783,1.0
202,784,1.0
203,785,1.0
204,786,1.0
205,787,1.0
206,788,1.0
207,789,1.0
208,790,1.0
209,791,1.0
210,792,1.0
211,793,1.0
212,794,1.0
213,795,1.0
214,796,1.0
215,797,1.0
216,798,1.0
217,799,1.0
218,800,1.0
219,801,1.0
220,802,1.0
221,803,1.0
222,804,1.0
223,805,1.0
224,806,1.0
225,807,1.0
226,808,1.0
227,809,1.0
228,810,1.0
229,811,1.0
230,812,1.0
231,813,1.0
232,814,1.0
233,815,1.0
234,816,1.0
235,817,1.0
236,818,1.0
237,819,1.0
238,820,1.0
239,821,1.0
240,822,1.0
241,823,1.0
242,824,1.0
243,825,1.0
244,826,1.0
245,827,1.0
246,828,1.0
247,829,1.0
248,830,1.0
249,831,1.0
250,832,1.0
251,833,1.0
252,834,1.0
253,835,1.0
254,836,1.0
255,837,1.0
256,838,1.0
257,839,1.0
258,840,1.0
259,841,1.0
260,842,1.0
261,843,1.0
262,844,1.0
263,845,1.0
264,846,1.0
265,847,1.0
266,848,1.0
267,849,1.0
268,850,1.0
269,851,1.0
270,852,1.0
271,853,1.0
272,854,1.0
273,855,1.0
274,856,1.0
275,857,1.0
276,858,1.0
277,859,1.0
278,860,1.0
279,861,1.0
280,862,1.0
281,863,1.0
282,864,1.0
283,865,1.0
284,866,1.0
285,867,1.0
286,868,1.0
287,869,1.0
288,870,1.0
289,871,1.0
290,872,1.0
291,873,1.0
292,874,1.0
293,875,1.0
294,876,1.0
295,877,1.0
296,878,1.0
297,879,1.0
298,880,1.0
299,881,1.0
300,882,1.0
301,883,1.0
302,884,1.0
303,885,1.0
304,886,1.0
305,887,1.0
306,888,1.0
307,889,1.0
308,890,1.0
309,891,1.0
310,892,1.0
311,893,1.0
312,894,1.0
313,895,1.0
314,896,1.0
315,897,1.0
316,898,1.0
317,899,1.0
318,900,1.0
319,901,1.0
320,902,1.0
321,903,1.0
322,904,1.0
323,905,1.0
324,906,1.0
325,907,1.0
326,908,1.0
327,909,1.0
328,910,1.0
329,911,1.0
330,912,1.0
331,913,1.0
332,914,1.0
333,915,1.0
334,916,1.0
335,917,1.0
336,918,1.0
337,919,1.0
338,920,1.0
339,921,1.0
340,922,1.0
341,923,1.0
342,924,1.0
343,925,1.0
344,926,1.0
345,927,1.0
346,928,1.0
347,929,1.0
348,930,1.0
349,931,1.0
350,932,1.0
351,933,1.0
352,934,1.0
353,935,1.0
354,936,1.0
355,937,1.0
356,938,1.0
357,939,1.0
358,940,1.0
359,941,1.0
360,942,1.0
361,943,1.0
362,944,1.0
363,945,1.0
364,946,1.0
365,947,1.0
366,948,1.0
367,949,1.0
368,950,1.0
369,951,1.0
370,952,1.0
371,953,1.0
372,954,1.0
373,955,1.0
374,956,1.0
375,957,1.0
376,958,1.0
377,959,1.0
378,960,1.0
379,961,1.0
380,962,1.0
381,963,1.0
382,964,1.0
383,965,1.0
384,966,1.0
385,967,1.0
386,968,1.0
387,969,1.0
388,970,1.0
389,971,1.0
390,972,1.0
391,973,1.0
392,974,1.0
393,975,1.0
394,976,1.0
395,977,1.0
396,978,1.0
397,979,1.0
398,980,1.0
399,981,1.0
400,982,1.0
401,983,1.0
402,984,1.0
403,985,1.0
404,986,1.0
405,987,1.0
406,988,1.0
407,989,1.0
408,990,1.0
409,991,1.0
410,992,1.0
411,993,1.0
412,994,1.0
413,995,1.0
414,996,1.0
415,997,1.0
416,998,1.0
417,999,1.0
418,1000,1.0
419,1001,1.0
420,1002,1.0
421,1003,1.0
422,1004,1.0
423,1005,1.0
424,1006,1.0
425,1007,1.0
426,1008,1.0
427,1009,1.0
428,1010,1.0
429,1011,1.0
430,1012,1.0
431,1013,1.0
432,1014,1.0
433,1015,1.0
434,1016,1.0
435,1017,1.0
436,1018,1.0
437,1019,1.0
438,1020,1.0
439,1021,1.0
440,1022,1.0
441,1023,1.0
442,1024,1.0
443,1025,1.0
444,1026,1.0
445,1027,1.0
446,1028,1.0
447,1029,1.0
448,1030,1.0
449,1031,1.0
450,1032,1.0
451,1033,1.0
452,1034,1.0
453,1035,1.0
454,1036,1.0
455,1037,1.0
456,1038,1.0
457,1039,1.0
458,1040,1.0
459,1041,1.0
460,1042,1.0
461,1043,1.0
462,1044,1.0
463,1045,1.0
464,1046,1.0
465,1047,1.0
466,1048,1.0
467,1049,1.0
468,1050,1.0
469,1051,1.0
470,1052,1.0
471,1053,1.0
472,1054,1.0
473,1055,1.0
474,1056,1.0
475,1057,1.0
476,1058,1.0
477,1059,1.0
478,1060,1.0
479,1061,1.0
480,1062,1.0
481,1063,1.0
482,1064,1.0
483,1065,1.0
484,1066,1.0
485,1067,1.0
486,1068,1.0
487,1069,1.0
488,1070,1.0
489,1071,1.0
490,1072,1.0
491,1073,1.0
492,1074,1.0
493,1075,1.0
494,1076,1.0
495,1077,1.0
496,1078,1.0
497,1079,1.0
498,1080,1.0
499,1081,1.0
500,1082,1.0
501,1083,1.0
502,1084,1.0
503,1085,1.0
504,1086,1.0
505,1087,1.0
506,1088,1.0
507,1089,1.0
508,1090,1.0
509,1091,1.0
510,1092,1.0
511,1093,1.0
512,1094,1.0
513,1095,1.0
514,1096,1.0
515,1097,1.0
516,1098,1.0
517,1099,1.0
518,1100,1.0
519,1101,1.0
520,1102,1.0
521,1103,1.0
522,1104,1.0
523,1105,1.0
524,1106,1.0
525,1107,1.0
526,1108,1.0
527,1109,1.0
528,1110,1.0
529,1111,1.0
530,1112,1.0
531,1113,1.0
532,1114,1.0
533,1115,1.0
534,1116,1.0
535,1117,1.0
536,1118,1.0
537,1119,1.0
538,1120,1.0
539,1121,1.0
540,1122,1.0
541,1123,1.0
542,1124,1.0
543,1125,1.0
544,1126,1.0
545,1127,1.0
546,1128,1.0
547,1129,1.0
548,1130,1.0
549,1131,1.0
550,1132,1.0
551,1133,1.0
552,1134,1.0
553,1135,1.0
554,1136,1.0
555,1137,1.0
556,1138,1.0
557,1139,1.0
558,1140,1.0
559,1141,1.0
560,1142,1.0
561,1143,1.0
562,1144,1.0
563,1145,1.0
564,1146,1.0
565,1147,1.0
566,1148,1.0
567,1149,1.0
568,1150,1.0
569,1151,1.0
570,1152,1.0
571,1153,1.0
572,1154,1.0
573,1155,1.0
574,1156,1.0
575,1157,1.0
576,1158,1.0
577,1159,1.0
578,1160,1.0
579,1161,1.0
580,1162,1.0
581,1163,1.0
582,1164,1.0
583,1165,1.0
584,1166,1.0
585,1167,1.0
586,1168,1.0
587,1169,1.0
588,1170,1.0
589,1171,1.0
590,1172,1.0
591,1173,1.0
592,1174,1.0
593,1175,1.0
594,1176,1.0
595,1177,1.0
596,1178,1.0
597,1179,1.0
598,1180,1.0
599,1181,1.0
600,1182,1.0
601,1183,1.0
602,1184,1.0
603,1185,1.0
604,1186,1.0
605,1187,1.0
606,1188,1.0
607,1189,1.0
608,1190,1.0
609,1191,1.0
610,1192,1.0
611,1193,1.0
612,1194,1.0
613,1195,1.0
614,1196,1.0
615,1197,1.0
616,1198,1.0
617,1199,1.0
618,1200,1.0
619,1201,1.0
620,1202,1.0
621,1203,1.0
622,1204,1.0
623,1205,1.0
624,1206,1.0
625,1207,1.0
626,1208,1.0
627,1209,1.0
628,1210,1.0
629,1211,1.0
630,1212,1.0
631,1213,1.0
632,1214,1.0
633,1215,1.0
634,1216,1.0
635,1217,1.0
636,1218,1.0
637,1219,1.0
638,1220,1.0
639,1221,1.0
640,1222,1.0
641,1223,1.0
642,1224,1.0
643,1225,1.0
644,1226,1.0
645,1227,1.0
646,1228,1.0
647,1229,1.0
648,1230,1.0
649,1231,1.0
650,1232,1.0
651,1233,1.0
652,1234,1.0
653,1235,1.0
654,1236,1.0
655,1237,1.0
656,1238,1.0
657,1239,1.0
658,1240,1.0
659,1241,1.0
660,1242,1.0
661,1243,1.0
662,1244,1.0
663,1245,1.0
664,1246,1.0
665,1247,1.0
666,1248,1.0
667,1249,1.0
668,1250,1.0
669,1251,1.0
670,1252,1.0
671,1253,1.0
672,1254,1.0
673,1255,1.0
674,1256,1.0
675,1257,1.0
676,1258,1.0
677,1259,1.0
678,1260,1.0
679,1261,1.0
680,1262,1.0
681,1263,1.0
682,1264,1.0
683,1265,1.0
684,1266,1.0
685,1267,1.0
686,1268,1.0
687,1269,1.0
688,1270,1.0
689,1271,1.0
690,1272,1.0
691,1273,1.0
692,1274,1.0
693,1275,1.0
694,1276,1.0
695,1277,1.0
696,1278,1.0
697,1279,1.0
698,1280,1.0
699,1281,1.0
700,1282,1.0
701,1283,1.0
702,1284,1.0
703,1285,1.0
704,1286,1.0
705,1287,1.0
706,1288,1.0
707,1289,1.0
708,1290,1.0
709,1291,1.0
710,1292,1.0
711,1293,1.0
712,1294,1.0
713,1295,1.0
714,1296,1.0
715,1297,1.0
716,1298,1.0
717,1299,1.0
718,1300,1.0
719,1301,1.0
720,1302,1.0
721,1303,1.0
722,1304,1.0
723,1305,1.0
724,1306,1.0
725,1307,1.0
726,1308,1.0
727,1309,1.0
728,1310,1.0
729,1311,1.0
730,1312,1.0
731,1313,1.0
732,1314,1.0
733,1315,1.0
734,1316,1.0
735,1317,1.0
736,1318,1.0
737,1319,1.0
738,1320,1.0
739,1321,1.0
740,1322,1.0
741,1323,1.0
742,1324,1.0
743,1325,1.0
744,1326,1.0
745,1327,1.0
746,1328,1.0
747,1329,1.0
748,1330,1.0
749,1331,1.0
750,1332,1.0
751,1333,1.0
752,1334,1.0
753,1335,1.0
754,1336,1.0
755,1337,1.0
756,1338,1.0
757,1339,1.0
758,1340,1.0
759,1341,1.0
760,1342,1.0
761,1343,1.0
762,1344,1.0
763,1345,1.0
764,1346,1.0
765,1347,1.0
766,1348,1.0
767,1349,1.0
768,1350,1.0
769,1351,1.0
770,1352,1.0
771,1353,1.0
772,1354,1.0
773,1355,1.0
774,1356,1.0
775,1357,1.0
776,1358,1.0
777,1359,1.0
778,1360,1.0
779,1361,1.0
780,1362,1.0
781,1363,1.0
782,1364,1.0
783,1365,1.0
784,1366,1.0
785,1367,1.0
786,1368,1.0
787,1369,1.0
788,1370,1.0
789,1371,1.0
790,1372,1.0
791,1373,1.0
792,1374,1.0
793,1375,1.0
794,1376,1.0
795,1377,1.0
796,1378,1.0
797,1379,1.0
798,1380,1.0
799,1381,1.0
800,1382,1.0
801,1383,1.0
802,1384,1.0
803,1385,1.0
804,1386,1.0
805,1387,1.0
806,1388,1.0
807,1389,1.0
808,1390,1.0
809,1391,1.0
810,1392,1.0
811,1393,1.0
812,1394,1.0
813,1395,1.0
814,1396,1.0
815,1397,1.0
816,1398,1.0
817,1399,1.0
818,1400,1.0
819,1401,1.0
820,1402,1.0
821,1403,1.0
822,1404,1.0
823,1405,1.0
824,1406,1.0
825,1407,1.0
826,1408,1.0
827,1409,1.0
828,1410,1.0
829,1411,1.0
830,1412,1.0
831,1413,1.0
832,1414,1.0
833,1415,1.0
834,1416,1.0
835,1417,1.0
836,1418,1.0
837,1419,1.0
838,1420,1.0
839,1421,1.0
840,1422,1.0
841,1423,1.0
842,1424,1.0
843,1425,1.0
844,1426,1.0
845,1427,1.0
846,1428,1.0
847,1429,1.0
848,1430,1.0
849,1431,1.0
850,1432,1.0
851,12039,2.0
852,12096,2.0
853,12097,2.0
854,12098,2.0
855,12099,2.0
856,12100,2.0
857,12101,2.0
858,12102,2.0
859,12103,2.0
860,12104,2.0
861,12105,2.0
862,12106,2.0
863,12108,2.0
864,12109,2.0
865,12110,2.0
866,12111,2.0
867,12112,2.0
868,12113,2.0
869,12114,2.0
870,12115,2.0
871,12116,2.0
872,12117,2.0
873,12118,2.0
874,12119,2.0
875,12122,2.0
876,12123,2.0
877,12124,2.0
878,25559,3.0
879,25560,3.0
880,25609,3.0
881,25610,3.0
882,25611,3.0
883,35063,4.0
884,35064,4.0
885,18588,5.0
886,18592,5.0
887,18593,5.0
888,18594,5.0
889,18595,5.0
890,18596,5.0
891,18597,5.0
892,18598,5.0
893,18599,5.0
894,18600,5.0
895,18601,5.0
896,18602,5.0
897,37189,6.0
898,37196,6.0
899,27066,7.0
900,27067,7.0
901,27068,7.0
902,28973,7.0
903,33789,8.0
904,34646,8.0
905,34701,8.0
906,35948,9.0
907,35949,9.0
908,26606,10.0
909,26608,10.0
910,34930,0.0
911,44313,0.0
912,35241,11.0
913,35245,11.0
914,22872,12.0
915,22970,12.0
916,22999,12.0
917,37557,13.0
918,37558,13.0
919,16962,14.0
920,16979,14.0
921,16991,14.0
922,16752,15.0
923,16756,15.0
924,16772,15.0
925,16773,15.0
926,16985,15.0
927,11997,16.0
928,11998,16.0
929,11999,16.0
930,12000,16.0
931,12001,16.0
932,12002,16.0
933,12003,16.0
934,12006,16.0
935,12008,16.0
936,12010,16.0
937,12011,16.0
938,12012,16.0
939,12013,16.0
940,12014,16.0
941,12016,16.0
942,12019,16.0
943,12021,16.0
944,12022,16.0
945,12026,16.0
946,12057,16.0
947,12058,16.0
948,12059,16.0
949,12060,16.0
950,12062,16.0
951,12064,16.0
952,12071,16.0
953,12072,16.0
954,12074,16.0
955,12107,16.0
956,12005,16.0
957,12009,16.0
958,12020,16.0
959,13787,17.0
960,13810,17.0
961,13811,17.0
962,13812,17.0
963,13813,17.0
964,13814,17.0
965,13817,17.0
966,18498,18.0
967,18500,18.0
968,18501,18.0
969,18847,18.0
970,18905,18.0
971,18907,18.0
972,28096,19.0
973,28097,19.0
974,28098,19.0
975,28099,19.0
976,31158,20.0
977,32231,20.0
978,20418,21.0
979,20422,21.0
980,20415,21.0
981,20416,21.0
982,20417,21.0
983,20426,21.0
984,20427,21.0
985,20920,21.0
986,20921,21.0
987,32376,22.0
988,32377,22.0
989,33495,22.0
990,21804,23.0
991,21927,23.0
992,22453,24.0
993,22454,24.0
994,22455,24.0
995,22456,24.0
996,22457,24.0
997,22517,24.0
998,23114,24.0
999,13361,25.0
1000,13362,25.0
1001,13363,25.0
1002,13364,25.0
1003,13367,25.0
1004,13368,25.0
1005,13369,25.0
1006,13370,25.0
1007,13371,25.0
1008,13372,25.0
1009,13373,25.0
1010,13374,25.0
1011,13375,25.0
1012,13376,25.0
1013,13377,25.0
1014,13378,25.0
1015,13379,25.0
1016,13380,25.0
1017,13381,25.0
1018,13382,25.0
1019,13383,25.0
1020,13384,25.0
1021,13385,25.0
1022,13386,25.0
1023,13387,25.0
1024,13388,25.0
1025,13389,25.0
1026,13390,25.0
1027,13391,25.0
1028,13392,25.0
1029,28360,26.0
1030,28361,26.0
1031,28362,26.0
1032,28363,26.0
1033,23194,27.0
1034,23195,27.0
1035,23196,27.0
1036,23197,27.0
1037,23198,27.0
1038,23201,27.0
1039,29104,28.0
1040,29105,28.0
1041,39506,29.0
1042,39592,29.0
1043,19388,30.0
1044,19391,30.0
1045,19474,30.0
1046,19475,30.0
1047,19497,30.0
1048,19785,31.0
1049,19789,31.0
1050,19792,31.0
1051,19795,31.0
1052,19796,31.0
1053,19800,31.0
1054,19801,31.0
1055,19821,31.0
1056,19836,31.0
1057,20071,32.0
1058,20073,32.0
1059,20107,32.0
1060,20109,32.0
1061,26500,33.0
1062,26546,33.0
1063,38956,34.0
1064,38957,34.0
1065,26353,35.0
1066,26450,35.0
1067,26451,35.0
1068,39643,36.0
1069,39653,36.0
1070,36249,37.0
1071,36433,37.0
1072,28385,38.0
1073,28387,38.0
1074,29311,38.0
1075,35049,39.0
1076,35050,39.0
1077,44848,40.0
1078,44850,40.0
1079,39500,41.0
1080,39646,41.0
1081,27859,42.0
1082,28301,42.0
1083,28302,42.0
1084,28304,42.0
1085,27053,43.0
1086,28288,43.0
1087,37118,44.0
1088,40788,44.0
1089,27295,45.0
1090,27297,45.0
1091,39560,46.0
1092,39561,46.0
1093,41585,47.0
1094,41590,47.0
1095,41175,48.0
1096,44086,48.0
1097,32100,49.0
1098,32101,49.0
1099,32104,49.0
1100,33290,50.0
1101,33291,50.0
1102,19228,51.0
1103,19499,51.0
1104,31354,52.0
1105,31356,52.0
1106,31357,52.0
1107,40035,53.0
1108,40041,53.0
1109,32722,54.0
1110,32729,54.0
1111,8561,0.0
1112,8583,0.0
1113,8585,0.0
1114,8586,0.0
1115,8587,0.0
1116,8588,0.0
1117,8589,0.0
1118,8590,0.0
1119,26405,55.0
1120,26407,55.0
1121,26716,55.0
1122,26954,55.0
1123,18516,56.0
1124,18517,56.0
1125,18518,56.0
1126,18519,56.0
1127,18520,56.0
1128,18521,56.0
1129,18522,56.0
1130,18523,56.0
1131,18524,56.0
1132,18525,56.0
1133,18526,56.0
1134,18527,56.0
1135,31411,57.0
1136,32082,57.0
1137,32084,57.0
1138,36700,58.0
1139,36702,58.0
1140,17972,56.0
1141,17973,56.0
1142,17974,56.0
1143,17975,56.0
1144,17976,56.0
1145,17977,56.0
1146,17978,56.0
1147,17979,56.0
1148,17980,56.0
1149,17981,56.0
1150,17982,56.0
1151,17983,56.0
1152,17984,56.0
1153,39727,59.0
1154,39731,59.0
1155,22483,60.0
1156,22496,60.0
1157,23076,60.0
1158,33839,61.0
1159,34110,61.0
1160,28408,62.0
1161,28505,62.0
1162,14821,63.0
1163,14823,63.0
1164,14824,63.0
1165,14825,63.0
1166,14826,63.0
1167,14827,63.0
1168,14828,63.0
1169,14830,63.0
1170,14831,63.0
1171,14834,63.0
1172,15001,63.0
1173,15002,63.0
1174,15003,63.0
1175,15005,63.0
1176,15007,63.0
1177,15008,63.0
1178,14829,63.0
1179,14835,63.0
1180,14822,63.0
1181,14833,63.0
1182,23184,63.0
1183,23186,63.0
1184,23187,63.0
1185,23188,63.0
1186,22561,64.0
1187,22562,64.0
1188,22563,64.0
1189,22564,64.0
1190,23012,64.0
1191,23014,64.0
1192,23143,64.0
1193,23863,65.0
1194,23945,65.0
1195,23946,65.0
1196,23967,65.0
1197,23968,65.0
1198,33012,66.0
1199,33016,66.0
1200,33960,66.0
1201,38107,67.0
1202,39123,67.0
1203,27876,68.0
1204,28320,68.0
1205,28321,68.0
1206,28323,68.0
1207,7720,69.0
1208,7721,69.0
1209,7722,69.0
1210,7723,69.0
1211,7724,69.0
1212,7725,69.0
1213,7726,69.0
1214,7727,69.0
1215,7728,69.0
1216,7729,69.0
1217,7730,69.0
1218,7731,69.0
1219,7732,69.0
1220,7733,69.0
1221,7734,69.0
1222,7735,69.0
1223,7737,69.0
1224,7738,69.0
1225,7739,69.0
1226,7740,69.0
1227,7741,69.0
1228,7742,69.0
1229,7743,69.0
1230,7744,69.0
1231,7745,69.0
1232,37548,70.0
1233,39028,70.0
1234,24150,71.0
1235,24229,71.0
1236,24252,71.0
1237,24712,71.0
1238,31831,72.0
1239,32110,72.0
1240,22019,73.0
1241,22023,73.0
1242,21078,0.0
1243,21080,0.0
1244,36191,74.0
1245,44047,74.0
1246,24061,75.0
1247,24235,75.0
1248,24785,75.0
1249,13549,75.0
1250,13566,75.0
1251,25829,76.0
1252,25830,76.0
1253,25834,76.0
1254,39248,77.0
1255,39268,77.0
1256,31973,78.0
1257,33160,78.0
1258,34572,78.0
1259,21117,79.0
1260,21853,79.0
1261,35901,80.0
1262,35924,80.0
1263,24552,81.0
1264,24566,81.0
1265,24706,81.0
1266,25379,82.0
1267,25385,82.0
1268,25390,82.0
1269,32483,83.0
1270,33895,83.0
1271,26037,84.0
1272,26038,84.0
1273,26039,84.0
1274,26040,84.0
1275,26955,84.0
1276,40930,85.0
1277,41003,85.0
1278,26394,86.0
1279,26438,86.0
1280,26682,86.0
1281,26687,86.0
1282,26958,86.0
1283,30329,87.0
1284,30331,87.0
1285,30334,87.0
1286,24949,88.0
1287,24950,88.0
1288,24957,88.0
1289,34219,89.0
1290,34238,89.0
1291,34672,89.0
1292,32037,90.0
1293,32039,90.0
1294,38467,91.0
1295,38468,91.0
1296,36993,92.0
1297,40777,92.0
1298,39588,93.0
1299,39598,93.0
1300,38912,94.0
1301,44063,94.0
1302,34648,95.0
1303,34651,95.0
1304,33113,96.0
1305,34552,96.0
1306,34635,96.0
1307,33534,97.0
1308,34808,97.0
1309,15704,98.0
1310,15705,98.0
1311,15706,98.0
1312,31420,99.0
1313,31481,99.0
1314,30972,100.0
1315,30983,100.0
1316,30984,100.0
1317,30096,101.0
1318,30097,101.0
1319,30098,101.0
1320,32770,102.0
1321,32772,102.0
1322,32598,103.0
1323,32600,103.0
1324,42570,104.0
1325,42632,104.0
1326,31288,105.0
1327,31514,105.0
1328,20686,106.0
1329,20701,106.0
1330,20702,106.0
1331,20703,106.0
1332,20718,106.0
1333,20719,106.0
1334,20720,106.0
1335,20970,106.0
1336,35950,107.0
1337,35953,107.0
1338,32326,108.0
1339,32329,108.0
1340,23380,109.0
1341,23385,109.0
1342,23386,109.0
1343,23387,109.0
1344,23388,109.0
1345,23389,109.0
1346,36873,110.0
1347,36874,110.0
1348,40024,111.0
1349,40026,111.0
1350,27418,112.0
1351,27420,112.0
1352,10777,113.0
1353,10788,113.0
1354,10789,113.0
1355,10790,113.0
1356,10791,113.0
1357,10793,113.0
1358,10795,113.0
1359,10796,113.0
1360,10804,113.0
1361,10805,113.0
1362,10808,113.0
1363,10809,113.0
1364,10811,113.0
1365,10778,113.0
1366,10779,113.0
1367,37720,114.0
1368,37730,114.0
1369,28005,115.0
1370,28037,115.0
1371,28247,115.0
1372,24293,116.0
1373,24295,116.0
1374,24296,116.0
1375,9358,117.0
1376,9359,117.0
1377,9360,117.0
1378,9361,117.0
1379,9362,117.0
1380,9363,117.0
1381,9364,117.0
1382,9365,117.0
1383,9366,117.0
1384,9367,117.0
1385,9368,117.0
1386,9369,117.0
1387,9370,117.0
1388,9371,117.0
1389,9372,117.0
1390,9373,117.0
1391,9374,117.0
1392,9375,117.0
1393,9376,117.0
1394,9377,117.0
1395,9378,117.0
1396,9379,117.0
1397,9380,117.0
1398,9381,117.0
1399,9382,117.0
1400,9383,117.0
1401,9384,117.0
1402,9385,117.0
1403,9386,117.0
1404,9387,117.0
1405,9388,117.0
1406,9389,117.0
1407,9390,117.0
1408,9391,117.0
1409,9392,117.0
1410,9393,117.0
1411,9394,117.0
1412,9395,117.0
1413,9396,117.0
1414,9397,117.0
1415,9398,117.0
1416,9399,117.0
1417,9400,117.0
1418,9401,117.0
1419,9402,117.0
1420,9403,117.0
1421,9404,117.0
1422,9405,117.0
1423,9406,117.0
1424,9407,117.0
1425,9408,117.0
1426,9409,117.0
1427,9410,117.0
1428,9411,117.0
1429,9412,117.0
1430,9413,117.0
1431,9414,117.0
1432,9415,117.0
1433,9416,117.0
1434,9417,117.0
1435,9418,117.0
1436,9419,117.0
1437,9420,117.0
1438,9421,117.0
1439,9422,117.0
1440,9423,117.0
1441,9424,117.0
1442,9425,117.0
1443,9426,117.0
1444,9427,117.0
1445,9428,117.0
1446,9429,117.0
1447,9430,117.0
1448,9431,117.0
1449,9432,117.0
1450,9433,117.0
1451,9434,117.0
1452,37234,118.0
1453,37242,118.0
1454,17872,119.0
1455,17874,119.0
1456,17915,119.0
1457,28440,120.0
1458,28443,120.0
1459,28450,120.0
1460,25296,121.0
1461,25297,121.0
1462,25303,121.0
1463,23565,11.0
1464,23566,11.0
1465,23788,11.0
1466,23873,11.0
1467,24580,11.0
1468,24591,11.0
1469,30396,11.0
1470,30523,11.0
1471,13328,122.0
1472,13329,122.0
1473,13331,122.0
1474,16044,123.0
1475,16045,123.0
1476,16134,123.0
1477,16151,123.0
1478,15271,124.0
1479,15272,124.0
1480,15273,124.0
1481,15274,124.0
1482,15275,124.0
1483,15276,124.0
1484,15277,124.0
1485,15278,124.0
1486,15279,124.0
1487,15280,124.0
1488,15281,124.0
1489,15282,124.0
1490,15283,124.0
1491,15284,124.0
1492,15346,124.0
1493,19229,125.0
1494,19230,125.0
1495,19231,125.0
1496,19232,125.0
1497,19233,125.0
1498,19234,125.0
1499,19235,125.0
1500,19347,125.0
1501,19351,125.0
1502,19352,125.0
1503,19504,125.0
1504,39231,126.0
1505,39234,126.0
1506,24438,127.0
1507,24450,127.0
1508,14202,128.0
1509,14203,128.0
1510,14204,128.0
1511,14205,128.0
1512,14206,128.0
1513,14207,128.0
1514,14208,128.0
1515,14209,128.0
1516,14210,128.0
1517,14211,128.0
1518,14213,128.0
1519,14214,128.0
1520,14215,128.0
1521,14216,128.0
1522,14217,128.0
1523,14218,128.0
1524,14219,128.0
1525,14220,128.0
1526,14221,128.0
1527,14222,128.0
1528,14223,128.0
1529,14224,128.0
1530,14273,128.0
1531,14277,128.0
1532,32547,129.0
1533,33134,129.0
1534,33799,129.0
1535,18535,0.0
1536,23179,0.0
1537,24529,0.0
1538,27039,0.0
